Group_Number,Group_Description,Inventory_Code,Description,PLU_Number,SupplierStockCode,UnitsPerCase,SOH,Cases,Units,SUMOFCOST,SUMOFQTY,SUMOFSALES,SUMOFSALESEX,SUMOFTAX
7,CHOCOLATE,349116,CAD BAR MC JEL POP CNDY 50G,13575,349116,48,20.000,0,20,1.070,1.000,2.700,2.455,0.246
7,CHOCOLATE,386919,CAD BAR PICNIC 46G,13577,386919,25,31.000,1,6,4.280,4.000,10.350,9.409,0.941
7,CHOCOLATE,387208,CAD BAR PICNIC 67G,13517,387208,25,46.000,1,21,1.650,1.000,3.300,3.000,0.300
7,CHOCOLATE,387274,CAD BAR TWIRL 58G,13518,387274,42,47.000,1,5,19.800,12.000,39.600,36.000,3.600
7,CHOCOLATE,090296,CAD BITE FLAKE 150G,13493,00486858,14,13.000,0,13,3.000,1.000,5.800,5.273,0.527
7,CHOCOLATE,24358,CAD BITE TWIRL 140G,24358,158065,14,2.000,0,2,3.760,1.000,7.500,6.818,0.682
7,CHOCOLATE,19357,CAD BLK CARAMELLO 180G,19357,00462095,15,4.000,0,4,13.840,4.000,26.000,23.636,2.364
7,CHOCOLATE,19358,CAD BLK FRUIT NUT 180G,19358,00462972,14,9.000,0,9,6.920,2.000,13.000,11.818,1.182
7,CHOCOLATE,19341,CAD BLK PEPPERMINT 180G,19341,00462126,15,1.000,0,1,3.460,1.000,6.500,5.909,0.591
7,CHOCOLATE,19411,CAD BLK PKD CRUNCHIE 180G,19411,00462922,14,6.000,0,6,27.680,8.000,52.000,47.273,4.727
7,CHOCOLATE,19363,CAD BLK SNACK 180G,19363,00462529,15,6.000,0,6,6.920,2.000,13.000,11.818,1.182
7,CHOCOLATE,5778,CAD CARAMELLO KOALA 35G,5778,00307185,36,20.000,0,20,2.340,3.000,3.600,3.273,0.327
7,CHOCOLATE,691089,KINDER BUENO 43G,13539,691089,30,34.000,1,3,5.350,5.000,13.500,12.273,1.227
7,CHOCOLATE,20044,MAR BAR BOUNTY 84G,20044,00926471,21,1.000,0,1,11.970,7.000,20.400,18.546,1.854
7,CHOCOLATE,23050,MAR BAR MARS 47G,23050,00233111,50,104.000,2,4,1.400,1.000,2.700,2.455,0.246
7,CHOCOLATE,23052,MAR BAR MARS 64G,23052,00233137,25,15.000,0,15,29.070,17.000,52.800,48.000,4.800
7,CHOCOLATE,22988,MAR BAR MILKY WAY 22G,22988,233242,40,0.000,0,0,2.820,6.000,7.200,6.545,0.655
7,CHOCOLATE,23919,MAR BAR SNICKERS 44G,23919,583294,50,67.000,1,17,7.000,5.000,12.500,11.364,1.137
7,CHOCOLATE,23920,MAR BAR SNICKERS 64G,23920,578875,25,45.000,1,20,10.260,6.000,19.800,18.000,1.800
7,CHOCOLATE,621076,MAR BAR TWIX 72G,13534,621076,20,1.000,0,1,1.710,1.000,3.300,3.000,0.300
7,CHOCOLATE,10101,MAR M&MS MILK CHOC 180G,10101,00622572,18,63.000,3,9,5.960,2.000,11.600,10.545,1.055
7,CHOCOLATE,10103,MAR M&MS MIX UP 145G,10103,00622425,18,27.000,1,9,11.920,4.000,23.200,21.091,2.109
7,CHOCOLATE,10104,MAR M&MS PEANUT 180G,10104,00622580,16,22.000,1,6,5.960,2.000,11.600,10.545,1.055
7,CHOCOLATE,10105,MAR MALTESERS PCH 140G,10105,00621568,24,45.000,1,21,11.920,4.000,23.200,21.091,2.109
7,CHOCOLATE,10115,MAR PODS MARS 160G,10115,00622695,15,10.000,0,10,5.840,2.000,11.600,10.545,1.055
7,CHOCOLATE,10116,MAR PODS SNICKERS 160G,10116,622742,15,3.000,0,3,11.680,4.000,23.200,21.091,2.109
7,CHOCOLATE,10117,MAR PODS TWIX 160G,10117,620368,15,24.000,1,9,2.920,1.000,5.800,5.273,0.527
7,CHOCOLATE,5465,NES BAR K/KAT CHNKY 50G,5465,00150774,36,1.000,0,1,18.120,12.000,32.400,29.454,2.946
7,CHOCOLATE,4668,NES BAR K/KAT CHNKY 70G,4668,151092,24,0.000,0,0,43.200,24.000,75.900,69.000,6.900
7,CHOCOLATE,328636,NES BAR MILKYBAR 75G,13527,328636,24,14.000,0,14,3.600,2.000,6.600,6.000,0.600
7,CHOCOLATE,371215,NES BAR MINT PATTIES 20G,13611,371215,48,28.000,0,28,1.220,2.000,2.400,2.182,0.218
8,GROCERY,320866,FANTASTIC CUP NDL BEEF 70G,14943,320866,12,8.000,0,8,3.100,2.000,6.000,6.000,0.000
8,GROCERY,24434,J/WEST TUNA PROT+ CAP&CRK 94G,24434,43760,4,2.000,0,2,3.340,1.000,4.500,4.091,0.409
8,GROCERY,4235,MAGIC TREES AIR FRESHNR 15G,4235,00012374,24,13.000,0,13,4.040,2.000,2.400,2.182,0.218
9,BISCUITS,308937,ARN CHOC MINT SLICE 200G,13193,00308937,20,3.000,0,3,8.020,2.000,10.400,9.455,0.945
9,BISCUITS,016064,ARN CHOC TIM TAM WHITE 165G,13204,16064,24,5.000,0,5,7.300,2.000,10.400,9.455,0.945
9,BISCUITS,305358,ARN SHAPES CHKN CRIMPY 175G,13234,00305358,24,59.000,2,11,3.450,1.000,4.000,3.636,0.364
9,BISCUITS,305052,ARN SHAPES CHSE BACON 180G,13233,305052,24,36.000,1,12,17.250,5.000,20.000,18.182,1.818
9,BISCUITS,305028,ARN SHAPES ORIG BBQ 175G,13230,00611929,24,7.000,0,7,17.250,5.000,20.000,18.182,1.818
9,BISCUITS,5648,LEDA CH/CHIP COOKIE G/F 250G,5648,26374,1,2.000,2,0,2.840,1.000,5.500,5.000,0.500
12,SNACK FOODS,1004,*DEL* ORDER PLU 1003 PIRANHA CHICCA LIME SLT 75G,1004,26713,1,30.000,30,0,6.090,3.000,10.500,9.545,0.955
12,SNACK FOODS,1057,*DEL* ORDER PLU 1056 PIRANHA VEGE CRKR BBQ 100G,1057,26695,1,7.000,7,0,4.320,2.000,7.000,6.364,0.636
12,SNACK FOODS,20340,BURGER RINGS 90G,20340,00777042,18,32.000,1,13,7.280,4.000,14.430,13.118,1.312
12,SNACK FOODS,20341,CHEETOS CHSE BACN BALLS 90G,20341,00777050,15,4.000,0,4,5.370,3.000,11.100,10.091,1.009
12,SNACK FOODS,390688,CHEEZELS CHEESE 90G,15492,390688,12,25.000,2,1,11.040,6.000,21.460,19.509,1.951
12,SNACK FOODS,5367,DORITOS C/CHIP NACHO 170G,5367,298158,12,22.000,1,10,10.860,3.000,15.000,13.637,1.364
12,SNACK FOODS,5368,DORITOS C/CHIP SUPRM 170G,5368,00298205,12,10.000,0,10,21.720,6.000,30.000,27.273,2.727
12,SNACK FOODS,382232,DORITOS DIP SALSA MED 300G,15435,382232,6,10.000,1,4,2.810,1.000,5.000,5.000,0.000
12,SNACK FOODS,22643,NOBBYS BACON BITES 40G,22643,00778221,12,50.000,4,2,1.930,1.000,3.000,2.727,0.273
12,SNACK FOODS,369802,NOBBYS PEANUTS SLT 50G,14837,369802,24,63.000,2,15,3.990,3.000,7.500,6.818,0.682
12,SNACK FOODS,1003,PIRANHA CHICCA CRM CHS 75G,1003,26707,1,5.000,5,0,2.030,1.000,3.500,3.182,0.318
12,SNACK FOODS,1000,PIRANHA CHICCA ITALIAN 75G,1000,26710,1,13.000,13,0,6.090,3.000,10.500,9.545,0.955
12,SNACK FOODS,1056,PIRANHA VEGE CRKR FR/ON 100G,1056,26697,1,28.000,28,0,2.160,1.000,3.500,3.182,0.318
12,SNACK FOODS,636458,PRINGLES S/CRM ONION 134G,6614,636458,12,5.000,0,5,22.100,5.000,27.500,25.000,2.500
12,SNACK FOODS,636513,PRINGLES SALT VIN 134G,6615,636513,12,25.000,2,1,8.840,2.000,11.000,10.000,1.000
12,SNACK FOODS,024017,RRD CHIP HNY SOY CHK 165G,15442,00024017,12,9.000,0,9,15.840,4.000,20.000,18.182,1.818
12,SNACK FOODS,842779,RRD CHIP HNY SOY CHK 90G,15495,842779,12,2.000,0,2,8.800,4.000,14.800,13.454,1.346
12,SNACK FOODS,024033,RRD CHIP LIME PEPPER 165G,15443,00024033,12,16.000,1,3,3.960,1.000,5.000,4.546,0.455
12,SNACK FOODS,842761,RRD CHIP S/CHIL S/CRM 90G,15497,842761,12,36.000,3,0,4.400,2.000,7.400,6.727,0.673
12,SNACK FOODS,024020,RRD CHIP SALT B/VIN 165G,15447,024020,12,18.000,1,6,19.800,5.000,25.000,22.728,2.273
12,SNACK FOODS,842753,RRD CHIP SEA SALT 90G,15499,842753,12,22.000,1,10,4.400,2.000,7.400,6.727,0.673
12,SNACK FOODS,299081,SMITHS CRNKL CHKN 170G,19020,299081,12,0.000,0,0,6.700,2.000,10.000,9.091,0.909
12,SNACK FOODS,842656,SMITHS CRNKL CHKN 90G,15501,842656,18,13.000,0,13,3.700,2.000,7.400,6.727,0.673
12,SNACK FOODS,5371,SMITHS CRNKL CHS ON 170G,5371,00299162,12,5.000,0,5,3.350,1.000,5.000,4.546,0.455
12,SNACK FOODS,842664,SMITHS CRNKL CHS ON 90G,15502,842664,18,33.000,1,14,3.700,2.000,7.400,6.727,0.673
12,SNACK FOODS,842630,SMITHS CRNKL ORIG 90G,15503,842630,18,11.000,0,11,5.550,3.000,11.100,10.091,1.009
12,SNACK FOODS,5373,SMITHS CRNKL SLT VIN 170G,5373,299073,12,28.000,2,4,16.750,5.000,25.000,22.728,2.273
